weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -3.145001752165191647e+04 2.064371642567362428e-02 7.392232857705215565e+01 3.119657750075088387e+00 1.385459495789535256e-01 9.287178411951693136e-01 4.301175997569112397e+00 9.938501920220519370e-01 9.863505899033627733e-01 9.982515528557925899e-01 1.021161878574748716e+00 1.034312514134040351e+00 1.265287409340563329e-01
0.000000000000000000e+00 -3.137999357126821269e+04 2.399655052271370409e-02 7.694428343136233650e+01 3.175246996673690703e+00 1.300288329840535717e-01 9.545593404374540514e-01 4.511572398032259734e+00 1.002430039378206184e+00 9.876732084594670447e-01 1.069088441767141795e+00 9.912661332457376462e-01 9.919940133363273072e-01 3.306854049652209748e-01
0.000000000000000000e+00 -3.111042920529083131e+04 2.240649719201238607e-02 6.429217407677688811e+01 3.214061933729258413e+00 1.134790262802019140e-01 9.780922597420248499e-01 5.590093310557791462e+00 9.953895985509161326e-01 1.007920038638148386e+00 9.433408341497254712e-01 1.021207518568744588e+00 9.788203247845910226e-01 7.284512471914607323e-02
0.000000000000000000e+00 -3.063951111868119915e+04 2.442336145243085774e-02 7.643095551404343269e+01 3.189433845236003151e+00 1.372821777848900471e-01 9.841353325697296262e-01 6.258130630046959020e+00 1.008893239154329491e+00 1.009841197069758945e+00 1.043616007968030335e+00 9.832964551657784602e-01 9.821934866190684676e-01 2.762297268618104651e-01
0.000000000000000000e+00 -3.036742785180814462e+04 2.311941125687883361e-02 7.608531545813926300e+01 2.905330170112109034e+00 1.360480358761699815e-01 9.361831000387558221e-01 9.362459908583405266e+00 1.007749675412638268e+00 9.969081602970832900e-01 1.077485756370970771e+00 1.001778501299758872e+00 9.692062930574356638e-01 1.013521479931194652e-01
0.000000000000000000e+00 -3.012667748171224594e+04 2.402886997770596958e-02 6.429379007812913471e+01 3.240120548455806659e+00 1.179361878227533356e-01 9.377397434973857582e-01 5.586306450554070047e+00 9.886571999394181409e-01 9.858231105053957277e-01 9.967058769787302541e-01 9.946196616433664595e-01 1.010068557068415807e+00 1.404555512770797321e-01
0.000000000000000000e+00 -2.997071452316727300e+04 2.432692893941794041e-02 7.665434242016561939e+01 3.225272735963985671e+00 1.017318133745891140e-01 1.004047989925759943e+00 4.136147478634168095e+00 1.003554497375784171e+00 1.003922734092388191e+00 1.061544372074929354e+00 1.012359690064845497e+00 9.736208369435286336e-01 1.979691372084355916e-01
0.000000000000000000e+00 -2.969951583502438734e+04 2.253352290684406539e-02 7.189098163591899038e+01 3.228195558376735441e+00 1.300127910909726348e-01 9.964979028215635859e-01 5.078445034723428897e+00 1.002346290988987310e+00 9.932407522750013040e-01 9.253962653937051197e-01 1.022059600415544445e+00 9.796698876951939194e-01 1.700806677299238068e-02
0.000000000000000000e+00 -2.942240480132969969e+04 2.136101643658561838e-02 7.402517878885953451e+01 3.157276631008993029e+00 1.248907896865236039e-01 1.017972065814690241e+00 6.272732881237058855e+00 9.949171412656139246e-01 1.014566404716754855e+00 1.075313751699128684e+00 9.893644651356071629e-01 9.667845316746056517e-01 4.875355873540940244e-01
0.000000000000000000e+00 -2.941615822548946380e+04 2.001764513587933267e-02 7.709176144185074975e+01 3.214004346010792990e+00 1.093278064959441187e-01 9.402770699285982747e-01 7.276033504007417996e+00 9.891087203526259808e-01 9.949738494764266417e-01 1.077957680120955608e+00 1.020214169566417750e+00 9.829810261243823177e-01 1.275783989608418878e-01
0.000000000000000000e+00 -2.935534606257450287e+04 2.224536534053983897e-02 7.723146766654564033e+01 3.212256751689357426e+00 1.141904796676804362e-01 1.011534603299522495e+00 8.610925457149821938e+00 1.010491004707575469e+00 1.001279172940132689e+00 9.122618174638229549e-01 9.825121026630760923e-01 1.011089011504458401e+00 3.743578985481439969e-01
0.000000000000000000e+00 -2.926140832329216937e+04 2.000969435250900610e-02 6.517165960647763256e+01 3.238704337419714196e+00 1.133350945402635812e-01 9.446681399816556635e-01 5.549032891763031827e+00 9.982431835442925339e-01 1.008009049770093091e+00 1.026858143191312855e+00 1.015034415611068885e+00 1.019346830933058445e+00 1.040640728341408749e-01
0.000000000000000000e+00 -2.893928063879999900e+04 2.278649970970966776e-02 7.763330265292701426e+01 3.242717302225115894e+00 1.142939941587339803e-01 9.391818095915325237e-01 8.230828746262680795e+00 9.922498660435509210e-01 1.008753571483549827e+00 9.763810082854516015e-01 9.850442309185368783e-01 9.636867645579179076e-01 3.042703159765448584e-01
0.000000000000000000e+00 -2.865564096998662717e+04 2.280682411632267009e-02 7.784793071417682597e+01 2.908062144277403060e+00 1.327240314512858066e-01 9.315384957961779788e-01 5.464074333755998047e+00 9.914881827203170239e-01 1.006590985868168087e+00 1.043695939246407134e+00 9.987823286523567212e-01 1.029443474472743647e+00 2.427062951100502630e-01
0.000000000000000000e+00 -2.859879866389273229e+04 2.036414839046044381e-02 7.660520997925095799e+01 3.088687779459480254e+00 1.212774975988316351e-01 9.260684312790867789e-01 1.052099155791687224e+01 9.888066761837853713e-01 9.896665055366882235e-01 9.520642179925613569e-01 9.905817120190660852e-01 9.651832386379070039e-01 4.719705565646072909e-01
0.000000000000000000e+00 -2.848507353964546564e+04 2.063928323737607151e-02 7.202666643436192828e+01 3.129016261845638081e+00 1.290223278244198024e-01 1.014180624274596987e+00 6.767748402990886980e+00 9.964983940288076880e-01 9.865889910680852859e-01 9.623479155914137495e-01 9.900627411297480140e-01 9.673295955084858511e-01 4.309288878516865373e-01
0.000000000000000000e+00 -2.822149284606663423e+04 2.106394050098632509e-02 7.507316812206602208e+01 3.048323311280276116e+00 1.357781180923876285e-01 9.354250267251958961e-01 8.094060195075908126e+00 1.004694060467419048e+00 9.965676442646608235e-01 9.046783230565839107e-01 9.855317274448046616e-01 9.955009584669316514e-01 1.168106465738738275e-01
