"omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","z_reio_mean","z_reio_stdev","z_reio_median","z_reio_errlo","z_reio_errup","A_planck_mean","A_planck_stdev","A_planck_median","A_planck_errlo","A_planck_errup","A_act_mean","A_act_stdev","A_act_median","A_act_errlo","A_act_errup","P_act_mean","P_act_stdev","P_act_median","P_act_errlo","P_act_errup","Tcal_mean","Tcal_stdev","Tcal_median","Tcal_errlo","Tcal_errup","Ecal_mean","Ecal_stdev","Ecal_median","Ecal_errlo","Ecal_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup"
2.251832467858584305e-02,8.164324493257124529e-05,2.251870864887917448e-02,2.243764288175475671e-02,2.260119736769236609e-02,6.869842598750355478e+01,2.445878122613220906e-01,6.869847596068970574e+01,6.845947395849539419e+01,6.894073861310532436e+01,3.055118206344994647e+00,1.328017593129777324e-02,3.054793677568591104e+00,3.041990885747086093e+00,3.068485735322075580e+00,1.178958487235968050e-01,5.859498594481360283e-04,1.178949668796706457e-01,1.173136719309029879e-01,1.184775072514482747e-01,9.726679668599199635e-01,2.822731058285231440e-03,9.727013860622428787e-01,9.698265881117176246e-01,9.754930044661365152e-01,8.309488249858040021e+00,6.637188308116542812e-01,8.300209194483361586e+00,7.648443980700601941e+00,8.969291504519048885e+00,1.001248751251614166e+00,1.879028956913204309e-03,1.001249961060630911e+00,9.993284664427475317e-01,1.003151352595127666e+00,1.000105673914234217e+00,1.995744024509070805e-03,1.000091461046456409e+00,9.980931143514302217e-01,1.002095676497640531e+00,1.003063148009261107e+00,2.552279992220049792e-03,1.003059714751227682e+00,1.000470898161717859e+00,1.005683171559899725e+00,9.985434535773417553e-01,2.715986829346121387e-03,9.985309490306656377e-01,9.958172835140615131e-01,1.001259603512429708e+00,1.002119669615179509e+00,3.358989811140275766e-03,1.002078626690606322e+00,9.988240149773299770e-01,1.005566875927344617e+00,1.407704916701315798e-02,1.318840536741050853e-02,1.041121662960016112e-02,2.784679384809213114e-03,2.561261791915543998e-02
