"omega_b_mean","omega_b_stdev","omega_b_median","omega_b_errlo","omega_b_errup","H0_mean","H0_stdev","H0_median","H0_errlo","H0_errup","logA_mean","logA_stdev","logA_median","logA_errlo","logA_errup","omega_cdm_mean","omega_cdm_stdev","omega_cdm_median","omega_cdm_errlo","omega_cdm_errup","n_s_mean","n_s_stdev","n_s_median","n_s_errlo","n_s_errup","z_reio_mean","z_reio_stdev","z_reio_median","z_reio_errlo","z_reio_errup","A_planck_mean","A_planck_stdev","A_planck_median","A_planck_errlo","A_planck_errup","A_act_mean","A_act_stdev","A_act_median","A_act_errlo","A_act_errup","P_act_mean","P_act_stdev","P_act_median","P_act_errlo","P_act_errup","Tcal_mean","Tcal_stdev","Tcal_median","Tcal_errlo","Tcal_errup","Ecal_mean","Ecal_stdev","Ecal_median","Ecal_errlo","Ecal_errup","m_ncdm_mean","m_ncdm_stdev","m_ncdm_median","m_ncdm_errlo","m_ncdm_errup"
2.247115442574108488e-02,8.344588508389535987e-05,2.247046274725731513e-02,2.238745716668694499e-02,2.255321125412578301e-02,6.838719224885804238e+01,2.572672628257687277e-01,6.838848275714642000e+01,6.813450930859619348e+01,6.863651819693180300e+01,3.052220761301570384e+00,1.312272922800185662e-02,3.051846357994042247e+00,3.038886680389393025e+00,3.065511923394384386e+00,1.184685009472505463e-01,6.125816264297129611e-04,1.184700840709134451e-01,1.178589168145960236e-01,1.190697148593378579e-01,9.716529370196604898e-01,2.813457553841516596e-03,9.716384405994341611e-01,9.689086908686245225e-01,9.744364300295464965e-01,8.136865615625762160e+00,6.618294116150502671e-01,8.118005224942072218e+00,7.484465384249559428e+00,8.797287513810889692e+00,1.001149154857873480e+00,1.825478017417236009e-03,1.001160469275533593e+00,9.993549387740130463e-01,1.002969074952655637e+00,1.000109385752394386e+00,2.003491003574151431e-03,1.000108443393430635e+00,9.981241183361786451e-01,1.002076973703984963e+00,1.003015353026712964e+00,2.544568796005997318e-03,1.003015791184628913e+00,1.000552071586940039e+00,1.005552265506967302e+00,9.985197732937828308e-01,2.749804761969419208e-03,9.985388415174519805e-01,9.957481458940544705e-01,1.001291795763407100e+00,1.002031404056936914e+00,3.370353858186412969e-03,1.001995315298784606e+00,9.986185447044318986e-01,1.005392595844384118e+00,1.914335833672527881e-02,1.711612863984320054e-02,1.439087380729786245e-02,3.786754169967029415e-03,3.501268183443048687e-02
