weight logl omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
0.000000000000000000e+00 -3.759401715922664152e+04 6.598489041093200669e-01 9.327991301706225480e-01 1.036090134791578521e-01 9.040778912824795066e-01 2.284874772630411943e-01 9.197261797197098243e-01 7.031004827009941227e-01 3.416667597324658523e-01 9.411307958455038536e-01 1.224583821272634543e-01 7.392424896587792560e-01 7.235577604306471233e-01
0.000000000000000000e+00 -3.751832484352154279e+04 5.891479558045845666e-01 9.668805475810622330e-01 9.114779031905612117e-01 6.063707473321585661e-01 7.931089992685997903e-01 4.826283862794737978e-01 1.326129268540400252e-01 8.875439819113991602e-01 1.219839923576371277e-02 5.187533857262611736e-01 9.348093751902228910e-01 3.483853708094011292e-01
0.000000000000000000e+00 -3.737008330143547937e+04 3.055940017772065254e-01 7.751626107832628731e-01 5.252000876275999541e-01 7.434672479630767272e-01 5.686124909354738355e-01 2.669489935748143861e-01 1.659063753331774249e-01 1.782173698824351948e-01 7.821168996388627725e-03 5.934401795405652713e-01 1.537619695107550477e-01 8.998826638984579462e-01
0.000000000000000000e+00 -3.502037257353709720e+04 3.645285842341972060e-01 9.832281309602877162e-01 5.395572733768332352e-01 9.343293770309588631e-01 2.780515338161617667e-01 1.511234208590063188e-01 4.883549014711848768e-01 3.072169474378912968e-01 7.502179390960588279e-01 6.619027493005588125e-01 1.554811205982133959e-01 3.127476591580734544e-01
0.000000000000000000e+00 -3.476695170612885704e+04 1.922146407461955420e-02 8.604389354372911081e-01 7.780908731346349860e-01 2.373267698163707973e-01 8.692285336007758989e-01 3.195528187807837872e-01 2.785022757982849040e-01 2.116194303599940874e-01 3.147295155792793064e-01 2.921600674127379227e-01 1.262946136828148047e-01 7.416503122385041946e-01
0.000000000000000000e+00 -3.452351287760183914e+04 2.927527402701810555e-01 9.482084424238540477e-01 8.595367931847336385e-01 6.629281450675112985e-01 8.348844007608963169e-01 5.914200676458736261e-01 2.008954695195018791e-01 2.548493778174952817e-01 3.534924865189701393e-01 8.731919743568316017e-01 7.596196545255223809e-01 2.214595081922271502e-01
0.000000000000000000e+00 -3.442933156249584135e+04 2.383418405299656539e-01 3.758229887176441908e-01 8.884388245906991166e-01 8.262183827068303454e-02 7.735532640780765634e-01 4.712347099546931872e-02 4.573922483288435092e-01 7.219422800322525813e-01 5.506899785306478279e-01 1.240090623970331318e-01 6.444274717888862636e-01 3.953454145880406223e-01
0.000000000000000000e+00 -3.403896611195217702e+04 1.131477215952232385e-01 6.195969166870123335e-01 4.989050492969530071e-01 9.292209381798302026e-01 5.034814168758534603e-01 1.470199503361260263e-01 2.931243303861311711e-01 7.108658383027193217e-01 4.251957932135378426e-01 4.054443350617701336e-01 2.391111172349122960e-01 9.398662503287135150e-01
0.000000000000000000e+00 -3.263451379353351149e+04 3.851977401329496065e-01 5.076648064810898031e-01 9.399372426192815766e-01 9.454304538246016687e-02 2.095729908697370192e-01 2.203690454017726008e-01 2.883254723722933344e-01 3.138787548935533245e-01 2.561738121471668350e-02 9.925465136743399919e-01 5.785858957021527971e-02 7.381297150997788714e-01
0.000000000000000000e+00 -3.202607942589014783e+04 3.715448388000874846e-01 5.664304801926463018e-01 8.870829879473072221e-01 9.419084179143231150e-01 7.627173731417191682e-03 1.034988475571607669e-01 1.452252227363506343e-01 1.794525111985668664e-01 8.220039232058599099e-01 3.019449666109170760e-01 3.578361103197085225e-01 4.065570836007840194e-01
0.000000000000000000e+00 -3.191486991835347726e+04 3.863800322711039570e-01 7.056033120431538519e-01 4.178086863555111607e-01 8.726078308295959207e-01 6.379590118424959266e-01 2.324829431699264592e-01 2.920651189188352426e-01 7.343572961054205539e-01 1.686573152991536206e-01 8.479866361751515758e-01 2.174845467913046893e-01 9.589730132217182401e-01
0.000000000000000000e+00 -3.170023548808206397e+04 8.665080578478763229e-01 9.897862759325118942e-01 8.011677222106911023e-01 8.405471592203935804e-01 4.324494023285411215e-01 5.598163911173940077e-01 1.887174193886715923e-01 9.756596692580250529e-01 6.547116733353044449e-01 8.372295673398474358e-01 6.265829873314431309e-01 7.202394831296879962e-01
0.000000000000000000e+00 -3.169304907230662866e+04 5.685248746204065728e-01 8.186892071762549294e-01 8.403074620160183583e-01 9.843991812470325176e-01 1.187683248227819899e-01 4.183629911235255960e-01 4.496412039771402469e-02 6.645131426056561930e-01 5.038403718153267041e-01 2.566871372653206640e-01 6.727502759802314047e-01 2.637827978817903762e-01
0.000000000000000000e+00 -3.103550601375440237e+04 1.035050092412366368e-01 9.711021785805259432e-01 5.030207203942259619e-01 6.826825622718457609e-01 6.520273110157465135e-01 9.977801198050709752e-01 7.471008982820271926e-01 3.816452834142072814e-02 9.884611851860760634e-01 9.732372568093736742e-01 7.847106575846959364e-01 7.475643848375044254e-01
0.000000000000000000e+00 -3.085724901376733760e+04 1.293982186968852810e-01 7.034738325494036548e-01 8.973803422658294116e-01 4.912988810706601095e-01 5.941925913307718465e-01 1.537042598033042662e-01 9.563789384882572797e-01 7.234784250439136866e-01 2.046085964266856072e-01 8.725489786430494776e-01 2.442058020922174277e-01 2.689623249649154557e-01
0.000000000000000000e+00 -3.062731135117670055e+04 8.562942283616759021e-01 9.957062416117274939e-01 6.501780411031371498e-01 9.999612626729110776e-01 3.250245130524194170e-01 8.815674703755637109e-01 3.625424103628057670e-01 2.195449052597707729e-01 8.617091609762788096e-01 2.536762118428298463e-01 6.457892964334006614e-01 5.985573331703513134e-01
0.000000000000000000e+00 -3.022829500588501105e+04 3.752679093306917624e-01 9.406324496129675472e-01 2.670548656100412144e-01 8.667541875941334739e-01 1.272174556342883234e-01 9.047314061050414358e-01 3.525491063395158609e-02 4.870995613432624882e-01 9.749384212848745124e-01 5.889731471687191799e-01 6.431940024332716277e-02 3.770466387090977145e-01
0.000000000000000000e+00 -3.003871475437415938e+04 9.979158595801744802e-01 7.627781519470696603e-01 7.759659732490481465e-01 9.179446848951110516e-01 1.922338052939818187e-01 9.666048362722656773e-02 7.151484738880106162e-01 5.140818809106150189e-01 1.865897689769692169e-01 4.919584031456937234e-01 9.674859509588650264e-01 7.146487766209072001e-01
0.000000000000000000e+00 -2.992486913401495985e+04 6.338485673768234907e-02 6.028459503861798296e-01 8.788907497573790195e-01 3.281540463444034827e-01 9.743443133389794175e-01 3.312040137885563507e-02 9.418854485500069984e-01 2.284064531963653222e-01 8.705600945417929504e-01 7.690715020803428059e-01 5.241301078434604799e-01 4.354390717867677729e-01
0.000000000000000000e+00 -2.989742531211079768e+04 9.627960697039708027e-01 9.350945234584158161e-01 5.610923674715185827e-01 9.872251424300745315e-01 2.971183683124700714e-01 4.991936486778781878e-01 3.631318515878748654e-01 9.873588412879981124e-01 9.667553177235360673e-01 6.380708550991196493e-01 5.098043260964041368e-01 8.981763930341883917e-01
0.000000000000000000e+00 -2.876020428697302850e+04 7.829341633438313686e-01 9.380004073202523607e-01 9.811657195914110785e-01 3.125459473510789898e-01 5.698818776767408112e-01 3.203210359467499879e-01 9.416323969804334393e-01 8.363355709959908735e-01 3.562253405122938199e-01 1.735085970341583295e-01 6.776611186998356962e-01 7.733524776570721571e-01
0.000000000000000000e+00 -2.863954899856230259e+04 4.493813399048117163e-01 8.242472343416804570e-01 8.522629240324677280e-01 4.741103259604401710e-01 2.268799055993925007e-01 6.591269382922412268e-01 3.244381677398793240e-01 7.543950851349773279e-01 6.677561968688211502e-03 9.750542100464982820e-01 5.293633465887603862e-01 9.261190996434617295e-01
