logz logzerr logvol nlive logl logwt insert_order
-1.819312349444225401e+04 1.725213807225656808e+02 -2.975000000000002087e-01 4.000000000000000000e+02 -1.808655481364677689e+04 -1.809284502793346837e+04 6.999999999999999556e-01
-1.809284502793346837e+04 1.764501523742198970e+02 -3.000000000000002109e-01 4.000000000000000000e+02 -1.805608796055036510e+04 -1.806238067483705527e+04 5.699999999999999512e-01
-1.806238067483705527e+04 1.437636458662621521e+02 -3.025000000000002132e-01 4.000000000000000000e+02 -1.783557467566900596e+04 -1.784186988995569845e+04 4.450000000000000067e-01
-1.784186988995569845e+04 1.231843857815237726e+02 -3.050000000000002154e-01 4.000000000000000000e+02 -1.779971918273891424e+04 -1.780601689702560543e+04 1.449999999999999900e-01
-1.780601689702560543e+04 9.251142881617209923e+01 -3.075000000000002176e-01 4.000000000000000000e+02 -1.777204453078092774e+04 -1.777834474506761762e+04 5.350000000000000311e-01
-1.777834474506761762e+04 7.669527047615822823e+01 -3.100000000000002198e-01 4.000000000000000000e+02 -1.758776565430292248e+04 -1.759406836858961469e+04 6.899999999999999467e-01
-1.759406836858961469e+04 7.399373639633593314e+01 -3.125000000000002220e-01 4.000000000000000000e+02 -1.755362599041704016e+04 -1.755993120470373105e+04 1.215000000000000080e+00
-1.755993120470373105e+04 6.580936585503481240e+01 -3.150000000000002243e-01 4.000000000000000000e+02 -1.733807214603002649e+04 -1.734437986031671608e+04 1.665000000000000036e+00
-1.734437986031671608e+04 1.163866989263488136e+02 -3.175000000000002265e-01 4.000000000000000000e+02 -1.727248670266629051e+04 -1.727879691695298243e+04 1.104999999999999982e+00
-1.727879691695298243e+04 1.093442776231037783e+02 -3.200000000000002287e-01 4.000000000000000000e+02 -1.722843113213502147e+04 -1.723474384642171208e+04 1.715000000000000080e+00
-1.723474384642171208e+04 8.973412152296185695e+01 -3.225000000000002309e-01 4.000000000000000000e+02 -1.709312720365770292e+04 -1.709944241794439586e+04 3.099999999999999978e-01
-1.709944241794439586e+04 1.278535471618175308e+02 -3.250000000000002331e-01 4.000000000000000000e+02 -1.708584239876355059e+04 -1.709216011305024222e+04 1.149999999999999911e+00
-1.709215942568763785e+04 5.321653391143559730e+01 -3.275000000000002354e-01 4.000000000000000000e+02 -1.706348861495848178e+04 -1.706980882924517209e+04 8.449999999999999734e-01
-1.706980882924497564e+04 7.421102468836759947e+00 -3.300000000000002376e-01 4.000000000000000000e+02 -1.692242291339774965e+04 -1.692874562768444230e+04 8.399999999999999689e-01
-1.692874562768444230e+04 7.001713794795594481e+01 -3.325000000000002398e-01 4.000000000000000000e+02 -1.671105807236491091e+04 -1.671738328665160225e+04 3.449999999999999734e-01
-1.671738328665160225e+04 1.236136930335564728e+02 -3.350000000000002420e-01 4.000000000000000000e+02 -1.669806987760098127e+04 -1.670439759188767130e+04 8.449999999999999734e-01
-1.670439758959477695e+04 8.306627283565519804e+01 -3.375000000000002442e-01 4.000000000000000000e+02 -1.666790483700450932e+04 -1.667423505129120167e+04 1.645000000000000018e+00
-1.667423505129120167e+04 6.886148559645945966e+01 -3.400000000000002465e-01 4.000000000000000000e+02 -1.662378207556103735e+04 -1.663011478984772839e+04 4.000000000000000222e-01
-1.663011478984772839e+04 1.934675138829297580e+01 -3.425000000000002487e-01 4.000000000000000000e+02 -1.658780147321312688e+04 -1.659413668749981662e+04 1.449999999999999956e+00
-1.659413668749981662e+04 3.281365301498295395e+01 -3.450000000000002509e-01 4.000000000000000000e+02 -1.658640243042009752e+04 -1.659274014470678958e+04 1.590000000000000080e+00
-1.659251904245664628e+04 2.285455326900449791e+01 -3.475000000000002531e-01 4.000000000000000000e+02 -1.655413048288997015e+04 -1.656047069717666091e+04 9.549999999999999600e-01
-1.656047069717666091e+04 1.354405532303239035e+01 -3.500000000000002554e-01 4.000000000000000000e+02 -1.653301608775210116e+04 -1.653935880203879424e+04 1.229999999999999982e+00
-1.653935880203811757e+04 1.605552373156913504e+01 -3.525000000000002576e-01 4.000000000000000000e+02 -1.644999840958447021e+04 -1.645634362387116198e+04 1.899999999999999911e+00
-1.645634362387116198e+04 3.561218590864006472e+01 -3.550000000000002598e-01 4.000000000000000000e+02 -1.644110426514142819e+04 -1.644745197942811865e+04 1.185000000000000053e+00
-1.644745184190426880e+04 4.019591034104177396e+00 -3.575000000000002620e-01 4.000000000000000000e+02 -1.643355740198081185e+04 -1.643990761626750464e+04 5.000000000000000000e-01
-1.643990708725059085e+04 5.306732676366119783e+00 -3.600000000000002642e-01 4.000000000000000000e+02 -1.639859583970855965e+04 -1.640494855399525113e+04 1.030000000000000027e+00
