omega_b H0 logA omega_cdm n_s z_reio A_planck A_act P_act Tcal Ecal m_ncdm
2.247466877048137981e-02 6.844504639886176278e+01 3.061497203763447583e+00 1.182622722910415397e-01 9.729132969296103717e-01 8.855835395876930249e+00 1.000708449935232114e+00 9.996752027767564774e-01 1.003008534837523058e+00 9.972744747984239044e-01 1.000861527339316215e+00 2.522362868625725035e-02
2.245839088837589537e-02 6.826812027798588645e+01 3.033715263034913789e+00 1.191202767380074301e-01 9.677849385679009320e-01 6.882922925567586780e+00 1.004220410034441846e+00 9.998250658197360696e-01 9.990420853846754268e-01 1.001604747950129548e+00 9.985947740378069426e-01 2.270182218501202737e-03
2.248799728518517671e-02 6.837909201999319464e+01 3.055222612658173631e+00 1.177063227808878287e-01 9.738711232252555972e-01 8.363931654777230662e+00 1.002391741295497907e+00 9.991024649143953607e-01 1.009863899362967166e+00 9.970845518039579414e-01 1.003243397656487845e+00 4.683048469704405997e-02
2.252317684796384042e-02 6.852369444515527164e+01 3.020891848130887070e+00 1.185744345812750900e-01 9.746649465963470593e-01 6.684196808495734388e+00 1.000423680037697993e+00 1.001792206021643983e+00 1.002358385409118480e+00 9.969046893399149400e-01 1.000631304204726568e+00 1.128569312946289642e-02
2.263371435567916590e-02 6.838560073335342793e+01 3.069363010957446569e+00 1.187675285528974334e-01 9.672494738861200370e-01 8.705227992374748425e+00 1.001368927007178833e+00 1.001283132605806037e+00 1.003904963355959357e+00 1.001978755962545264e+00 9.983511666152138364e-01 2.795167523605232227e-02
2.248639913197444246e-02 6.845546043527441782e+01 3.062104586639005532e+00 1.183550929597247947e-01 9.738209427507732441e-01 8.428684013524769369e+00 1.004587084766750626e+00 1.004296084013248214e+00 1.002208804729454172e+00 9.998716393838279481e-01 1.005073104157422570e+00 1.587399799594036223e-02
2.254399610369323820e-02 6.866554070728341230e+01 3.034441593997234676e+00 1.177656514897566509e-01 9.713474522437386405e-01 7.270136133945266366e+00 1.000485531199999167e+00 9.991327396312466025e-01 1.005804323063184125e+00 9.992139503521798582e-01 9.983998215605219828e-01 3.697600827674980134e-02
2.250313449593363893e-02 6.789645692973044788e+01 3.035075778209683772e+00 1.198768162722868014e-01 9.684006944419654150e-01 6.753955985220935432e+00 1.005261680112345291e+00 1.005136751936393624e+00 9.992535836036229302e-01 9.967084098786607171e-01 1.006923721703735453e+00 1.940618593300101613e-02
2.230587053993719412e-02 6.750478092018848031e+01 3.047682223812431701e+00 1.193889221101087639e-01 9.738044191870190991e-01 8.081282592053163683e+00 9.995826596576140588e-01 1.001477039110380662e+00 9.991516844151958621e-01 1.000162979686595177e+00 1.007465423292600804e+00 4.909731446391455562e-02
2.252309615891819050e-02 6.795231520202980846e+01 3.048298959307924605e+00 1.195233918524142847e-01 9.752746779317380543e-01 7.865237055060005034e+00 1.000455503087997577e+00 1.001911005132332777e+00 1.001514582907773399e+00 1.001559900545979875e+00 1.005020434922925032e+00 4.360748334778263846e-02
2.234643676872362719e-02 6.824751784122075549e+01 3.051998304910524151e+00 1.189394330101524871e-01 9.704712823974595004e-01 8.577113854075676613e+00 9.969277687503842467e-01 9.950508719613416764e-01 1.004447443841452792e+00 9.959873144928801381e-01 9.961484865476430972e-01 4.715046668119594886e-03
2.246244208259921479e-02 6.866301812515517611e+01 3.054773172554018590e+00 1.180809838927347477e-01 9.755562963088161288e-01 8.317004048288577422e+00 1.001902886832964690e+00 1.000699059470489871e+00 1.001828370980939686e+00 1.001443493725227007e+00 1.004978184734229396e+00 4.200324550344709007e-07
2.246471063376993121e-02 6.812595972107158104e+01 3.041346781866174798e+00 1.192862597847125367e-01 9.668751448813488469e-01 7.660282396719040321e+00 9.997427298013302766e-01 9.976061542913945424e-01 1.003732186224376655e+00 9.980845260011041997e-01 1.003374283048691362e+00 1.622218025130871266e-02
2.244015387740125322e-02 6.836798577691070022e+01 3.093482619871240846e+00 1.183957778781396797e-01 9.755857072926980011e-01 1.032566967741811226e+01 9.996352832312082048e-01 9.974130504726018698e-01 1.002641443834600743e+00 9.962084735182734629e-01 1.004019988502164784e+00 3.160134273047041087e-02
2.248083459526756256e-02 6.841523570042475910e+01 3.032055565925606544e+00 1.177905290745796252e-01 9.710300799074114142e-01 7.076583356900377098e+00 1.001910773284469647e+00 9.997460657422814201e-01 1.002432006492456562e+00 9.965896327051617654e-01 1.003946246521970176e+00 3.506251612559863756e-02
2.247568152575679656e-02 6.819707113996332737e+01 3.043463381199075446e+00 1.187326070160651531e-01 9.710196149455551096e-01 7.626163823854031243e+00 1.001248233122678188e+00 9.999001911919147556e-01 1.006982457949774368e+00 9.995833880538070870e-01 1.002316889726819982e+00 2.823759273277250820e-02
2.249303757655568559e-02 6.828875013505317781e+01 3.049609548851495600e+00 1.189684235371411825e-01 9.705739149274649202e-01 8.003135569864465282e+00 1.001092587555331592e+00 1.001475563062036667e+00 1.000014154099920560e+00 9.968049545691288760e-01 1.005037055425014758e+00 1.387059677473998810e-02
2.247169763481454349e-02 6.814399199541952612e+01 3.059140874912652741e+00 1.194075797749066248e-01 9.698849628199743833e-01 8.409637855450881716e+00 1.000372844127474403e+00 9.996452646607398851e-01 1.002898518125015848e+00 1.000618484494559368e+00 1.003601329710080980e+00 1.035496171758166876e-02
2.247891825751981154e-02 6.828611909763154131e+01 3.049272270125688689e+00 1.171395170530048491e-01 9.769261384976245521e-01 7.980996591597886436e+00 1.002867593724086293e+00 1.002525239874658025e+00 1.001283998643075490e+00 1.000091861866654774e+00 1.004626022186098977e+00 8.396343508846738912e-02
2.244551260969021925e-02 6.855247050578027768e+01 3.042419721189549175e+00 1.179922863496581792e-01 9.770139665993473610e-01 7.971876796929641351e+00 9.998133450939774569e-01 1.001116094017992175e+00 9.981413792637520155e-01 9.941771837571751202e-01 9.969028568632635201e-01 1.484291818455830796e-02
2.253271512186003772e-02 6.856102890001254480e+01 3.059578231905009993e+00 1.185024928974092590e-01 9.676772447488115603e-01 8.009346699178463425e+00 1.004139353763207954e+00 1.001777997423301425e+00 1.006383679077068605e+00 1.002277199879337610e+00 1.007518158314063328e+00 1.284419227470813205e-02
2.253291924375769653e-02 6.892008188559401560e+01 3.068863192402970785e+00 1.174044194955961712e-01 9.766943519688197073e-01 9.294357521640144171e+00 9.990105113631480016e-01 9.970275974837538024e-01 1.004900802796171666e+00 9.982215787021235798e-01 9.985586580702381365e-01 1.629816142969742546e-02
2.240952346497334519e-02 6.825599011667982552e+01 3.040209405059627112e+00 1.187883923013364623e-01 9.712008334678083887e-01 7.669478495596466772e+00 1.000544199807261059e+00 9.992689332999051821e-01 1.004327414959941267e+00 9.987586927728561159e-01 1.007288409587164146e+00 8.698110325367184800e-03
2.249271051541201077e-02 6.845458897598170722e+01 3.036796987998987341e+00 1.186531404138280732e-01 9.746563006326477430e-01 7.376010243568041247e+00 9.995981923665496760e-01 1.000457744769647439e+00 1.000375409679516991e+00 9.974813044894109693e-01 1.009143581613505702e+00 4.660905360482638440e-03
2.241390545723177807e-02 6.832036763511800359e+01 3.044330049120983706e+00 1.186071418287136109e-01 9.714914607327090890e-01 7.655419673141352632e+00 1.001641178758608586e+00 1.001089511814692079e+00 1.004520218483960337e+00 1.000111632742435752e+00 1.005332665393078306e+00 5.840870867718093301e-03
2.260517659575017255e-02 6.869844352575960045e+01 3.083685584822192460e+00 1.181728604571906510e-01 9.707589221545934732e-01 9.572704790157260391e+00 1.001268512033192781e+00 1.001961062069248953e+00 1.000513365275048638e+00 9.973823608749925462e-01 1.000328560134901013e+00 2.259507102707748131e-03
2.250313262404067885e-02 6.838558677320266099e+01 3.061749119548339504e+00 1.183100576727152964e-01 9.701528044012995844e-01 8.521752039343615692e+00 1.001795039434482559e+00 9.999281661642025476e-01 1.007598890179297157e+00 1.000246052169537547e+00 9.992067352042034445e-01 1.267087777472167449e-02
2.247046274725731513e-02 6.847031737525702511e+01 3.053546976872270502e+00 1.183609171942936744e-01 9.675529392577633114e-01 7.990363877561764028e+00 1.002207751032180738e+00 1.002118140254175449e+00 1.005683566878558644e+00 9.939482256017279083e-01 9.953919522390880514e-01 9.718852764306810596e-03
2.253366434336213919e-02 6.820639985526302951e+01 3.066081123522649499e+00 1.183264182816016891e-01 9.711635728362194575e-01 8.775009325558080775e+00 1.002034515375934687e+00 1.002089517518028883e+00 1.003448542420067202e+00 9.988241364612211459e-01 1.001692148130459037e+00 4.556463807906287883e-02
2.226548290468846961e-02 6.815060635959012814e+01 3.046343406675580567e+00 1.185439338942825688e-01 9.751845894767258160e-01 7.951725928786858688e+00 1.001501236446647125e+00 9.985931624085756519e-01 1.001853630525492589e+00 9.958607137203175919e-01 1.003242942559834816e+00 2.783135162654735636e-02
2.250977897989261262e-02 6.866919772887175100e+01 3.052648075364274849e+00 1.179759580823045023e-01 9.773020679410924227e-01 8.286660612299149520e+00 1.000902164265671468e+00 1.003265909549675206e+00 9.980752312859139108e-01 1.002850218315446851e+00 9.988052912120738425e-01 1.679668354979095210e-02
2.253972556265521759e-02 6.842917646789474873e+01 3.060476901667719574e+00 1.184973375051089906e-01 9.676910543220079708e-01 8.412240757297061222e+00 1.000841800318994945e+00 9.978454222270539686e-01 1.002461422767210397e+00 1.000086828328713207e+00 1.002016957978273615e+00 2.602550885059530875e-02
2.249108593057045496e-02 6.841548482135928566e+01 3.048240298082605548e+00 1.187188318203543369e-01 9.727414095557574969e-01 8.165156284921568641e+00 9.999111105344054007e-01 9.984041612771694663e-01 1.001503902054176276e+00 9.981312280442571350e-01 1.006398544466831080e+00 6.581863418701910246e-03
2.255313293217067055e-02 6.861944266054781849e+01 3.045412913436603919e+00 1.176297089465372370e-01 9.721216223054525152e-01 7.637958972133191082e+00 1.003734168055762987e+00 9.995008555689011143e-01 1.006632026945475378e+00 9.994509408968434983e-01 9.981578412271592260e-01 3.395738140568693025e-02
2.246572595756456472e-02 6.803208610085263786e+01 3.046930302066558571e+00 1.188405921583629565e-01 9.719166349284027451e-01 7.880063195917435870e+00 1.000932409544762480e+00 9.987930683576086155e-01 1.002957453378846564e+00 9.986613006394305936e-01 1.005778494116054578e+00 3.458330419065581973e-02
2.265271005767496848e-02 6.855102630929964391e+01 3.040429948181877506e+00 1.185526052750528747e-01 9.718452207881402849e-01 7.712014228912694946e+00 9.995136488385836238e-01 9.975677606218301685e-01 1.002666645714326510e+00 9.941180712078281356e-01 9.995234961386494366e-01 1.089590356568113753e-02
2.240359739484120913e-02 6.824366471769248221e+01 3.057121342867533897e+00 1.177823803611317277e-01 9.759149661245427598e-01 8.464722982078846769e+00 1.001379982900451271e+00 9.990089774046222448e-01 1.006486565131917477e+00 9.971350513376233682e-01 1.003075718565614949e+00 6.050375231226458317e-02
2.247356412537528103e-02 6.832904722536557074e+01 3.048164644625224629e+00 1.184590278989647444e-01 9.638401935865055226e-01 7.947082711042504855e+00 9.998695532212883430e-01 9.967635177762291798e-01 1.002519059503294896e+00 9.989771089658118219e-01 1.002094898593915984e+00 2.063648365265199208e-02
2.239634101120015208e-02 6.823263047769503942e+01 3.050918734639123997e+00 1.186332897922518642e-01 9.701528519173306941e-01 7.750570684738582017e+00 1.004435584867149789e+00 1.000470466264733460e+00 1.004749427576637100e+00 9.999278936776979654e-01 1.005590218746595710e+00 2.087958751481160460e-02
2.247164946240396213e-02 6.804403928444577332e+01 3.051108983456177981e+00 1.193822610348637403e-01 9.689102120108814553e-01 7.945940977453831877e+00 1.001458704954746537e+00 1.001292883280550994e+00 9.964060894680593083e-01 1.000607878547807195e+00 1.005423216164852418e+00 2.795629424047140280e-02
2.249859378332028786e-02 6.839408891381118849e+01 3.067657660066014813e+00 1.184886992614506140e-01 9.729080000370539105e-01 8.613296432365864064e+00 1.003855246917944477e+00 1.004120035186707227e+00 1.004582933390095301e+00 1.004231762446853304e+00 1.007813131883105617e+00 9.196654226182607653e-03
2.251744136458438961e-02 6.815048001137176925e+01 3.086713841580061235e+00 1.178454786004597549e-01 9.728420165091495875e-01 9.794255908679392775e+00 1.002183483077156101e+00 9.982086127192798530e-01 1.010396948414577611e+00 1.001504723491707383e+00 1.004949622927563402e+00 6.201994477518553428e-02
2.251919857331824079e-02 6.908366832133485502e+01 3.069929406134338290e+00 1.167406138584185793e-01 9.757035999516924241e-01 9.089594480741267191e+00 1.002947942012710980e+00 9.993714536386300029e-01 1.007027619797445928e+00 1.003292373276916560e+00 1.003265039763038491e+00 1.392859089396347901e-02
2.249862366353193310e-02 6.824605189962765905e+01 3.050484396381064833e+00 1.191087788709802586e-01 9.666222139688647186e-01 7.731094271777857685e+00 1.004191172807360033e+00 9.997148058287915751e-01 1.000991738701333622e+00 9.985256039807122175e-01 1.002957138903046497e+00 2.271583155426155215e-02
2.241431810549820991e-02 6.827526376540825481e+01 3.037790580206868540e+00 1.184618020989700038e-01 9.727489790202457076e-01 7.673557873845966881e+00 9.990566777602147841e-01 9.986482999940904381e-01 1.000021161580500806e+00 9.939966798380653890e-01 9.942938059205266299e-01 1.846392912031073058e-02
2.249683932307044651e-02 6.838786503500998037e+01 3.039426100858622082e+00 1.190642517605667583e-01 9.769384903266088438e-01 7.508874278048277340e+00 1.002146122814040252e+00 1.001308927211541855e+00 1.004224780445268417e+00 1.002634927218281735e+00 1.003417104495055057e+00 2.043360815187724323e-03
2.247321695864614582e-02 6.838760336383120375e+01 3.060029897606663774e+00 1.187265644602761155e-01 9.740906814847791750e-01 8.488352126439178136e+00 1.001036711566082094e+00 1.001488511119139391e+00 1.003358807282132670e+00 9.965907567482140683e-01 1.007121163323167590e+00 2.112469393687000166e-02
2.274628272816775140e-02 6.866683969796723375e+01 3.064467610273330589e+00 1.179256546992448612e-01 9.698216000785416790e-01 8.434437918194140238e+00 1.003741947080367902e+00 1.002682533269598997e+00 1.004375888855519872e+00 9.983433310953645501e-01 1.001459965024035004e+00 2.837781429793726287e-02
2.243829805476839356e-02 6.834486893032159571e+01 3.048675390919699080e+00 1.190243234080107793e-01 9.773807432806406181e-01 8.110080952989488168e+00 9.986976930791743312e-01 9.997538985405961531e-01 1.001358858201629509e+00 1.004626153787065768e+00 1.000997836288855192e+00 1.627508075833785598e-03
2.248486324542788364e-02 6.801907472429765278e+01 3.071787696742043661e+00 1.192679534292976073e-01 9.712369440669008647e-01 9.020517357918798496e+00 1.000088163155028465e+00 1.001298362956627885e+00 9.977102580356858041e-01 1.002809646046674885e+00 9.977401670196678340e-01 3.744822780472865931e-02
2.258153521729438368e-02 6.858743963159031409e+01 3.044982173866457309e+00 1.186951133531574665e-01 9.723609193460336364e-01 7.302172908567351683e+00 1.005024634029836106e+00 1.002236103531543243e+00 1.003509255936184896e+00 1.004386185948692223e+00 1.002833597383209652e+00 8.003134808812921441e-03
2.252881473757338202e-02 6.848248084046683459e+01 3.048740522637143791e+00 1.189629472332685151e-01 9.699038825445348566e-01 7.720037010421497925e+00 1.002825536377993654e+00 1.000815653419564910e+00 1.002744216401493249e+00 9.928023559287796340e-01 1.003849068089859298e+00 3.761209714945729955e-03
2.236948202392432042e-02 6.887018748122227407e+01 3.052680503483862662e+00 1.173976267420632907e-01 9.757900933511651775e-01 8.388939154748129567e+00 1.000356118552291118e+00 9.987606782014077922e-01 1.002215886938384370e+00 9.963751112560155221e-01 1.004094103261236492e+00 1.966956773692561580e-03
2.261764508731354054e-02 6.880070168191227253e+01 3.051278183675572020e+00 1.182128004773629060e-01 9.671023466056855034e-01 7.922636770167274634e+00 1.001362798921291875e+00 9.982675196744448254e-01 1.005265367333404436e+00 9.988124178722708191e-01 1.004869705205446273e+00 2.644622933090190735e-03
2.256927900244944107e-02 6.838270460901578929e+01 3.066417286521911922e+00 1.181615972518369750e-01 9.700617386113596918e-01 8.986507659485869937e+00 9.985486008678399195e-01 9.992551245078560296e-01 9.985904710354284175e-01 9.963661776528021097e-01 9.961687735279516343e-01 3.270598748787253984e-02
2.258527771631861983e-02 6.854462660391064333e+01 3.073821296062875241e+00 1.184747234705683522e-01 9.693750573072352772e-01 8.938196422935032359e+00 1.003165779758526721e+00 1.001226937131320271e+00 1.002880159878512201e+00 1.000497673354332484e+00 1.011901814069454675e+00 1.656333334258148007e-02
2.251125329800636801e-02 6.797679638483674580e+01 3.035321626753129998e+00 1.196081223018863882e-01 9.676393826464865233e-01 7.090644160863414314e+00 1.001420946371139431e+00 1.001352506136274245e+00 1.002261308603883849e+00 1.000870880945010200e+00 1.001807574343720475e+00 6.910433789056576702e-03
2.250202126958441434e-02 6.883880210359184559e+01 3.045195627753173984e+00 1.176362988675487276e-01 9.719876476157627287e-01 8.085757720252777503e+00 9.996723668360237847e-01 9.976345761439133764e-01 1.001203216008581087e+00 9.980437277183100697e-01 9.982273417666039927e-01 7.333915650080386969e-03
2.248972921201750769e-02 6.843147530287944846e+01 3.057875568671590383e+00 1.188893466623293649e-01 9.720188141856380692e-01 8.611766549094756584e+00 9.990945144712727322e-01 9.990600536594556047e-01 1.000139130406457522e+00 9.986555114736557215e-01 1.003384042612500249e+00 5.116993934536774157e-04
2.247393664351110543e-02 6.845965557832614934e+01 3.055809791349823445e+00 1.180769647876453998e-01 9.772159388463055318e-01 8.205517266993084036e+00 1.004380461453757922e+00 1.005043093123158648e+00 1.001616072494752929e+00 1.002689209658611080e+00 1.003402714369458160e+00 1.916176171308149601e-02
2.244382766230515816e-02 6.840888761173874855e+01 3.062760538207799144e+00 1.186357057381809965e-01 9.673292821719861045e-01 8.563863366400095600e+00 1.000788774415958038e+00 1.000264282311594366e+00 9.986580048890688621e-01 1.000738302930231693e+00 9.961633934148371727e-01 1.063018415014638316e-03
2.237602196788145148e-02 6.796693564311068769e+01 3.051295136184974055e+00 1.186641054570309883e-01 9.722754829803650356e-01 7.850012588616235298e+00 1.003454263272484548e+00 1.002690588239868230e+00 1.006159277268794172e+00 1.000557529966666692e+00 1.010743856533143026e+00 4.347862390294874452e-02
2.261350575670754981e-02 6.871697538824146534e+01 3.050257749888214853e+00 1.177910832965932408e-01 9.692054399196219361e-01 7.861897272477838428e+00 1.002481550066251392e+00 9.993177371034097645e-01 1.004583926258479032e+00 9.988648057508238143e-01 1.006810375248215150e+00 1.283088026577334367e-02
2.246400854316825402e-02 6.860712586904828925e+01 3.062347704729817988e+00 1.180174808607976356e-01 9.704620387608502430e-01 8.585674531991582370e+00 1.000961840424561933e+00 1.000835700092316038e+00 1.006550810546060326e+00 9.969243767902044029e-01 1.005096963178547131e+00 1.836269477732038052e-02
2.232678394204260647e-02 6.828597467059728388e+01 3.067453778190258884e+00 1.180442907750755555e-01 9.747435769024375141e-01 9.196315949064633344e+00 9.988357252981661105e-01 1.000013977455702419e+00 1.002013157947747590e+00 9.971281055092453549e-01 1.004725590822681980e+00 4.448896680486861405e-02
2.250993130193256267e-02 6.880867172416080280e+01 3.068951518759321928e+00 1.175540813088022662e-01 9.756423728770503567e-01 8.974136499217497231e+00 1.001613716566925660e+00 1.003032732512696201e+00 1.004327405214388902e+00 9.965418608952771873e-01 1.001103518044750729e+00 1.249665923105928132e-02
2.247763544708662048e-02 6.833912817504442216e+01 3.040160893973058887e+00 1.190934653474202687e-01 9.718009358076822313e-01 7.534450175286920626e+00 1.001354809171485893e+00 9.988677333314784912e-01 1.005837087782747163e+00 9.971804267483522777e-01 9.992105899119861911e-01 1.289202832191243230e-02
2.236835749286214536e-02 6.819198071567305419e+01 3.041761804106324796e+00 1.191526323971047463e-01 9.701768698641493049e-01 7.675090285283918234e+00 1.000398556221490320e+00 1.000671463580799614e+00 1.002978737234033524e+00 9.963181600301991292e-01 9.982472410096925319e-01 7.488971607730219963e-03
2.249134159479992609e-02 6.850977106708228348e+01 3.057168599438143897e+00 1.185061697520541912e-01 9.695567505176914125e-01 8.304310319703169796e+00 1.001598897640562091e+00 1.000303795420974140e+00 1.002852910133376074e+00 9.967462058272860137e-01 1.004136278182847120e+00 5.068663383195300305e-03
2.248157251322032563e-02 6.866991927103855176e+01 3.066446818044411771e+00 1.180283305845227643e-01 9.717192608784785968e-01 8.924858781587563072e+00 1.000943186036338473e+00 1.001403657141360259e+00 1.002095774105318915e+00 9.978746754184744105e-01 1.004814164075936045e+00 2.054965047236809172e-02
2.246867285836216463e-02 6.796176680599370457e+01 3.052040884419453093e+00 1.200714504415685557e-01 9.697155439441784708e-01 8.097845550966376038e+00 9.991126367208437165e-01 1.000658380509460876e+00 1.003739068309101645e+00 9.948156473937470601e-01 9.986311498074373905e-01 2.376236916449309556e-03
2.249550784705278000e-02 6.833606814108188132e+01 3.038230377361581525e+00 1.192269854783106070e-01 9.695680903292787089e-01 7.620393420079695446e+00 9.996173694318801761e-01 9.984239861549198958e-01 1.000511952626489398e+00 1.002137586161960581e+00 1.000288154759655823e+00 4.572856928695038874e-04
2.248874326784452982e-02 6.842477818400386980e+01 3.053703346567163468e+00 1.185508169920559407e-01 9.664522111254358894e-01 8.301318295364428224e+00 1.000486924339357264e+00 9.987122632851300752e-01 1.004474226245504642e+00 9.974836931864580203e-01 1.003039403528054985e+00 4.012640459534839370e-04
2.238943400176768989e-02 6.873966064885544824e+01 3.057504614630426332e+00 1.176104965384507373e-01 9.749001428255540391e-01 8.355302522622608308e+00 1.002658509295822009e+00 1.004043338010065956e+00 1.005279608779769740e+00 1.001335907016960736e+00 1.005052339661412830e+00 3.054785618369631616e-04
2.253255797448518519e-02 6.836561881338843705e+01 3.064400881978742497e+00 1.185649874925019664e-01 9.702242600361772329e-01 8.694969186686675400e+00 9.998780198850206746e-01 1.000432898976927332e+00 1.003732295765122906e+00 9.960561959507211460e-01 9.977288830763620942e-01 1.625581869115567957e-02
2.246463124878802023e-02 6.827411322343415634e+01 3.041607728743500161e+00 1.187642426284542252e-01 9.683238809436717220e-01 7.734930052369167974e+00 9.989503179300438518e-01 9.981645833371328713e-01 1.007419998737712152e+00 9.970644079314980868e-01 9.999467464213511736e-01 2.444060677247764449e-02
2.251995823945909803e-02 6.838421395338164643e+01 3.053393720817567214e+00 1.179513765922194368e-01 9.764404769153514074e-01 8.294984987806529375e+00 1.000491761783943501e+00 1.000983037343513349e+00 1.006507355922387381e+00 9.972506189841805480e-01 9.989316280880846666e-01 3.986532632128592102e-02
2.257705569534193546e-02 6.842154036993264299e+01 3.041408003006793148e+00 1.188641550646194062e-01 9.728532276220911434e-01 7.809635268962891175e+00 9.980971271285125068e-01 9.955524321645717878e-01 1.007274056763775683e+00 9.973502340804978328e-01 1.000354399873908395e+00 2.568436535031494699e-03
2.252329114667062440e-02 6.852410514360833815e+01 3.064676771587973025e+00 1.185987591552946641e-01 9.700664151372202504e-01 8.871208992492057632e+00 1.000119881275524314e+00 9.967568433394682348e-01 1.004646930859174558e+00 9.952369373055718338e-01 9.985954345597708448e-01 9.903824463675931292e-03
2.238714098295468968e-02 6.827619576477258079e+01 3.052356623573525329e+00 1.189850793019651548e-01 9.752811204837917858e-01 8.106542849228400627e+00 1.001007262242967322e+00 1.001507137095935418e+00 1.002896008387327731e+00 1.001477557940358087e+00 1.003772026707878462e+00 2.742197044965896929e-03
2.253613657241786139e-02 6.867721543227744974e+01 3.057311011660022171e+00 1.177717304327288161e-01 9.739980702635371301e-01 8.277588507097728865e+00 1.002096736643292685e+00 1.002807877238097722e+00 1.000632173436396988e+00 1.000608248607614215e+00 1.005491601286252923e+00 1.776797570005094612e-02
2.245003705137319644e-02 6.828564251116210926e+01 3.027913873633168773e+00 1.187307067411293993e-01 9.721915365171195367e-01 7.015945278058849155e+00 9.995330440176768416e-01 1.000401617478465122e+00 1.001772617536721199e+00 9.983758075233195584e-01 1.000378298690541401e+00 7.361672182626395437e-03
2.255443822365853224e-02 6.823001262621241381e+01 3.056309502096153707e+00 1.188841116194177261e-01 9.719392493678125078e-01 8.213577301641599604e+00 1.001114470525559019e+00 1.002050978761094058e+00 9.969859617695584486e-01 9.980228487294183770e-01 9.981851216579944452e-01 2.646539847549099489e-02
2.245050756011536183e-02 6.823606202417091993e+01 3.072133486080375508e+00 1.186587263384943081e-01 9.675136400365319522e-01 8.903755226424561187e+00 1.002484747464515324e+00 9.987124735173174006e-01 1.002233184600886284e+00 9.986181663618726168e-01 9.998282907805132735e-01 2.250270793677646569e-02
2.252751944997850864e-02 6.827021582654127485e+01 3.041252309428811085e+00 1.190865109599455463e-01 9.705742876964923438e-01 7.906562942087964174e+00 9.978113891953299674e-01 9.977982624802933520e-01 1.001787158021395951e+00 9.970257554259913668e-01 9.971298084067988787e-01 8.217487544948129038e-03
2.240687479710441743e-02 6.815043352468821070e+01 3.056831226554453274e+00 1.186589729178964270e-01 9.693561362586240460e-01 8.106613199064137021e+00 1.002434889442847865e+00 1.003274113922766775e+00 9.998757815997025844e-01 9.979225035252770049e-01 1.001748416960213550e+00 2.448596043669274205e-02
2.254740137190697213e-02 6.849130580268834478e+01 3.070970286598072363e+00 1.178827596805950423e-01 9.699214450466110415e-01 9.021927512345380151e+00 1.001531410881170148e+00 9.988572363914638430e-01 1.002463004705157479e+00 9.966874622896568781e-01 1.002497464489166434e+00 3.833249126687007097e-02
2.246773620202796931e-02 6.837814329085446730e+01 3.069966029144318043e+00 1.185098227549969269e-01 9.737783822719491278e-01 9.098218728795314902e+00 1.000763993395919593e+00 1.000715811320658899e+00 9.981838931815767424e-01 9.975701945047340535e-01 9.992155173742272023e-01 2.653208586226585980e-02
2.268709773041881206e-02 6.848399766360240903e+01 3.053408308167959273e+00 1.186408839958445482e-01 9.715290094319127823e-01 8.360608598512584422e+00 9.991592520292701396e-01 9.978839827494887516e-01 1.002937667343726247e+00 9.985014896465832512e-01 1.000466744775755146e+00 1.568456742176362398e-02
2.249788979061447675e-02 6.882849345392344276e+01 3.071815918611870089e+00 1.175615108595642194e-01 9.742921564806147350e-01 8.776921992302284536e+00 1.006241828037940822e+00 1.002114903274256674e+00 1.002849727974029603e+00 1.002971329702293968e+00 1.002872511897663799e+00 4.687497352685034493e-03
2.258943589735852575e-02 6.868664796015620766e+01 3.054373227692388948e+00 1.176348020656452359e-01 9.708327006592786246e-01 8.045755244204098489e+00 1.003504472661182811e+00 1.002258652634977487e+00 1.003617624516814466e+00 9.974841115532238067e-01 1.002630227483391145e+00 3.300935012124684570e-02
2.251129891784422327e-02 6.810897568919598655e+01 3.060446337539641348e+00 1.194782777223826059e-01 9.692513672828406701e-01 8.401310665020295332e+00 1.000682116564850066e+00 9.995947182373372542e-01 1.004393803745073699e+00 1.001713696199105996e+00 1.002853920469036098e+00 1.523076363433837482e-02
2.236625320173545733e-02 6.848909228401076632e+01 3.043673207575152251e+00 1.179778519832365841e-01 9.758085724535821015e-01 8.081611157683347813e+00 9.996538654119475620e-01 9.981752786582168691e-01 1.004801247745141568e+00 9.990365251434363270e-01 1.005476170092833188e+00 1.845033389568421361e-02
2.243471662132724698e-02 6.799367065571587432e+01 3.047437471915385387e+00 1.193259289177210081e-01 9.706393767130579997e-01 7.868428608252644452e+00 1.002021778136235497e+00 1.000932160956540917e+00 1.002384533054846205e+00 9.999679427748627836e-01 1.001859542969518291e+00 1.751314504062622887e-02
2.241225695549100075e-02 6.823016480408780637e+01 3.049077871416513208e+00 1.187923037476176086e-01 9.726425641768734476e-01 8.084214418354001452e+00 1.000924626724249755e+00 1.002687826331839727e+00 1.006762541730765070e+00 9.972968631300275222e-01 9.986729413943035150e-01 1.569242817861748324e-02
2.241990955369192393e-02 6.840783102654553716e+01 3.060539253053606412e+00 1.180863123000294723e-01 9.725600329713635084e-01 8.665141768719699655e+00 1.001018456527950740e+00 9.985271519072904667e-01 1.002005921273652067e+00 9.976448511722140200e-01 9.986804969623108708e-01 1.763791009149501612e-02
